file,lineno,lhs,rhs_sig,rhs_shape,rhs_vars,line
.\admin_panel.py,1757,_add_company_safe,"('Name', 'db_add_company_func')","('Name',)",db_add_company_func,_list_companies_safe = db_list_companies_func; _add_company_safe = db_add_company_func; _get_company_by_id_safe = db_get_company_by_id_func; _update_company_safe = db_update_company_func
.\admin_panel.py,129,_add_product_safe,"('Name', '_dummy_add_product')","('Name',)",_dummy_add_product,_add_product_safe: Callable = _dummy_add_product
.\admin_panel.py,1755,_add_product_safe,"('Name', 'add_product_func')","('Name',)",add_product_func,_list_products_safe = list_products_func; _add_product_safe = add_product_func; _update_product_safe = update_product_func; _delete_product_safe = delete_product_func
.\admin_panel.py,143,_delete_company_document_safe,"('Name', '_dummy_delete_company_document')","('Name',)",_dummy_delete_company_document,_delete_company_document_safe: Callable = _dummy_delete_company_document
.\admin_panel.py,1759,_delete_company_document_safe,"('Name', 'db_delete_company_document_func')","('Name',)",db_delete_company_document_func,_list_company_documents_safe = db_list_company_documents_func; _delete_company_document_safe = db_delete_company_document_func
.\admin_panel.py,139,_delete_company_safe,"('Name', '_dummy_delete_company')","('Name',)",_dummy_delete_company,_delete_company_safe: Callable = _dummy_delete_company
.\admin_panel.py,1758,_delete_company_safe,"('Name', 'db_delete_company_func')","('Name',)",db_delete_company_func,_delete_company_safe = db_delete_company_func; _set_default_company_safe = db_set_default_company_func; _add_company_document_safe = db_add_company_document_func
.\admin_panel.py,131,_delete_product_safe,"('Name', '_dummy_delete_product')","('Name',)",_dummy_delete_product,_delete_product_safe: Callable = _dummy_delete_product
.\admin_panel.py,1755,_delete_product_safe,"('Name', 'delete_product_func')","('Name',)",delete_product_func,_list_products_safe = list_products_func; _add_product_safe = add_product_func; _update_product_safe = update_product_func; _delete_product_safe = delete_product_func
.\doc_output.py,68,_generate_offer_pdf_safe,"('Name', '_dummy_generate_offer_pdf')","('Name',)",_dummy_generate_offer_pdf,_generate_offer_pdf_safe = _dummy_generate_offer_pdf
.\doc_output.py,71,_generate_offer_pdf_safe,"('Name', 'generate_offer_pdf')","('Name',)",generate_offer_pdf,_generate_offer_pdf_safe = generate_offer_pdf
.\pdf_ui.py,37,_generate_offer_pdf_safe,"('Name', '_dummy_generate_offer_pdf')","('Name',)",_dummy_generate_offer_pdf,_generate_offer_pdf_safe = _dummy_generate_offer_pdf
.\pdf_ui.py,40,_generate_offer_pdf_safe,"('Name', 'generate_offer_pdf')","('Name',)",generate_offer_pdf,_generate_offer_pdf_safe = generate_offer_pdf
.\admin_panel.py,137,_get_company_by_id_safe,"('Name', '_dummy_get_company_by_id')","('Name',)",_dummy_get_company_by_id,_get_company_by_id_safe: Callable = _dummy_get_company_by_id
.\admin_panel.py,1757,_get_company_by_id_safe,"('Name', 'db_get_company_by_id_func')","('Name',)",db_get_company_by_id_func,_list_companies_safe = db_list_companies_func; _add_company_safe = db_add_company_func; _get_company_by_id_safe = db_get_company_by_id_func; _update_company_safe = db_update_company_func
.\admin_panel.py,132,_get_product_by_id_safe,"('Name', '_dummy_get_product_by_id')","('Name',)",_dummy_get_product_by_id,_get_product_by_id_safe: Callable = _dummy_get_product_by_id
.\admin_panel.py,1756,_get_product_by_id_safe,"('Name', 'get_product_by_id_func')","('Name',)",get_product_by_id_func,_get_product_by_id_safe = get_product_by_id_func; _get_product_by_model_name_safe = get_product_by_model_name_func; _list_product_categories_safe = list_product_categories_func
.\admin_panel.py,133,_get_product_by_model_name_safe,"('Name', '_dummy_get_product_by_model_name')","('Name',)",_dummy_get_product_by_model_name,_get_product_by_model_name_safe: Callable = _dummy_get_product_by_model_name
.\admin_panel.py,1756,_get_product_by_model_name_safe,"('Name', 'get_product_by_model_name_func')","('Name',)",get_product_by_model_name_func,_get_product_by_id_safe = get_product_by_id_func; _get_product_by_model_name_safe = get_product_by_model_name_func; _list_product_categories_safe = list_product_categories_func
.\admin_panel.py,135,_list_companies_safe,"('Name', '_dummy_list_companies')","('Name',)",_dummy_list_companies,_list_companies_safe: Callable = _dummy_list_companies
.\admin_panel.py,1757,_list_companies_safe,"('Name', 'db_list_companies_func')","('Name',)",db_list_companies_func,_list_companies_safe = db_list_companies_func; _add_company_safe = db_add_company_func; _get_company_by_id_safe = db_get_company_by_id_func; _update_company_safe = db_update_company_func
.\admin_panel.py,142,_list_company_documents_safe,"('Name', '_dummy_list_company_documents')","('Name',)",_dummy_list_company_documents,_list_company_documents_safe: Callable = _dummy_list_company_documents
.\admin_panel.py,1759,_list_company_documents_safe,"('Name', 'db_list_company_documents_func')","('Name',)",db_list_company_documents_func,_list_company_documents_safe = db_list_company_documents_func; _delete_company_document_safe = db_delete_company_document_func
.\admin_panel.py,134,_list_product_categories_safe,"('Name', '_dummy_list_product_categories')","('Name',)",_dummy_list_product_categories,_list_product_categories_safe: Callable = _dummy_list_product_categories
.\admin_panel.py,1756,_list_product_categories_safe,"('Name', 'list_product_categories_func')","('Name',)",list_product_categories_func,_get_product_by_id_safe = get_product_by_id_func; _get_product_by_model_name_safe = get_product_by_model_name_func; _list_product_categories_safe = list_product_categories_func
.\admin_panel.py,128,_list_products_safe,"('Name', '_dummy_list_products')","('Name',)",_dummy_list_products,_list_products_safe: Callable = _dummy_list_products
.\admin_panel.py,1755,_list_products_safe,"('Name', 'list_products_func')","('Name',)",list_products_func,_list_products_safe = list_products_func; _add_product_safe = add_product_func; _update_product_safe = update_product_func; _delete_product_safe = delete_product_func
.\admin_panel.py,124,_load_admin_setting_safe,"('Name', '_dummy_load_admin_setting')","('Name',)",_dummy_load_admin_setting,_load_admin_setting_safe: Callable = _dummy_load_admin_setting
.\admin_panel.py,1753,_load_admin_setting_safe,"('Name', 'load_admin_setting_func')","('Name',)",load_admin_setting_func,_load_admin_setting_safe = load_admin_setting_func; _save_admin_setting_safe = save_admin_setting_func
.\admin_panel.py,126,_parse_price_matrix_csv_safe,"('Name', '_dummy_parse_price_matrix_csv')","('Name',)",_dummy_parse_price_matrix_csv,_parse_price_matrix_csv_safe: Callable = _dummy_parse_price_matrix_csv
.\admin_panel.py,1754,_parse_price_matrix_csv_safe,"('Name', 'parse_price_matrix_csv_func')","('Name',)",parse_price_matrix_csv_func,_parse_price_matrix_csv_safe = parse_price_matrix_csv_func
.\admin_panel.py,1762,_parse_price_matrix_excel_func,"('Name', 'passed_excel_parser')","('Name',)",passed_excel_parser,if passed_excel_parser and callable(passed_excel_parser): _parse_price_matrix_excel_func = passed_excel_parser
.\admin_panel.py,1763,_parse_price_matrix_excel_func,"('Name', 'parse_module_price_matrix_excel')","('Name',)",parse_module_price_matrix_excel,elif callable(parse_module_price_matrix_excel): _parse_price_matrix_excel_func = parse_module_price_matrix_excel
.\admin_panel.py,1768,_parse_price_matrix_excel_func,"('Name', '_dummy_parse_excel_admin_final')","('Name',)",_dummy_parse_excel_admin_final,_parse_price_matrix_excel_func = _dummy_parse_excel_admin_final
.\admin_panel.py,125,_save_admin_setting_safe,"('Name', '_dummy_save_admin_setting')","('Name',)",_dummy_save_admin_setting,_save_admin_setting_safe: Callable = _dummy_save_admin_setting
.\admin_panel.py,1753,_save_admin_setting_safe,"('Name', 'save_admin_setting_func')","('Name',)",save_admin_setting_func,_load_admin_setting_safe = load_admin_setting_func; _save_admin_setting_safe = save_admin_setting_func
.\admin_panel.py,140,_set_default_company_safe,"('Name', '_dummy_set_default_company')","('Name',)",_dummy_set_default_company,_set_default_company_safe: Callable = _dummy_set_default_company
.\admin_panel.py,1758,_set_default_company_safe,"('Name', 'db_set_default_company_func')","('Name',)",db_set_default_company_func,_delete_company_safe = db_delete_company_func; _set_default_company_safe = db_set_default_company_func; _add_company_document_safe = db_add_company_document_func
.\admin_panel.py,138,_update_company_safe,"('Name', '_dummy_update_company')","('Name',)",_dummy_update_company,_update_company_safe: Callable = _dummy_update_company
.\admin_panel.py,1757,_update_company_safe,"('Name', 'db_update_company_func')","('Name',)",db_update_company_func,_list_companies_safe = db_list_companies_func; _add_company_safe = db_add_company_func; _get_company_by_id_safe = db_get_company_by_id_func; _update_company_safe = db_update_company_func
.\admin_panel.py,130,_update_product_safe,"('Name', '_dummy_update_product')","('Name',)",_dummy_update_product,_update_product_safe: Callable = _dummy_update_product
.\admin_panel.py,1755,_update_product_safe,"('Name', 'update_product_func')","('Name',)",update_product_func,_list_products_safe = list_products_func; _add_product_safe = add_product_func; _update_product_safe = update_product_func; _delete_product_safe = delete_product_func
.\database.py,79,abs_path,"('Call', ('Attr', 'os.path', 'join'), (('Name', 'customer_dir'), ('Name', 'safe_name')), ())","('Call', 2, 0)","customer_dir,os,safe_name","abs_path = os.path.join(customer_dir, safe_name)"
.\database.py,164,abs_path,"('Call', ('Attr', 'os.path', 'join'), (('Name', 'DATA_DIR'), ('Name', 'rel_path')), ())","('Call', 2, 0)","DATA_DIR,os,rel_path","abs_path = os.path.join(DATA_DIR, rel_path)"
.\database.py,1456,absolute_path_on_disk,"('Call', ('Attr', 'os.path', 'join'), (('Name', 'company_specific_docs_dir'), ('Name', 'final_safe_filename')), ())","('Call', 2, 0)","company_specific_docs_dir,final_safe_filename,os","absolute_path_on_disk = os.path.join(company_specific_docs_dir, final_safe_filename)"
.\database.py,1522,absolute_path_on_disk,"('Call', ('Attr', 'os.path', 'join'), (('Name', 'company_images_dir'), ('Name', 'final_safe_filename')), ())","('Call', 2, 0)","company_images_dir,final_safe_filename,os","absolute_path_on_disk = os.path.join(company_images_dir, final_safe_filename)"
.\pdf_erstellen_komplett.py,68,active_company,"('BoolOp', 'Or', (('Call', ('Name', 'db_get_active_company'), (), ()), ('Dict', ())))","('BoolOp', 'Or', 2)",db_get_active_company,active_company = db_get_active_company() or {}
.\tests\test_main_pdf.py,71,active_company,"('BoolOp', 'Or', (('Call', ('Name', 'get_active_company'), (), ()), ('Dict', ())))","('BoolOp', 'Or', 2)",get_active_company,active_company = get_active_company() or {}
.\tools\test_main_pdf.py,71,active_company,"('BoolOp', 'Or', (('Call', ('Name', 'get_active_company'), (), ()), ('Dict', ())))","('BoolOp', 'Or', 2)",get_active_company,active_company = get_active_company() or {}
.\doc_output.py,1850,active_company,"('Call', ('Name', 'get_active_company_details_func'), (), ())","('Call', 0, 0)",get_active_company_details_func,active_company = get_active_company_details_func()
.\gui.py,587,active_company,"('Call', ('Attr', 'database_module', 'get_active_company'), (), ())","('Call', 0, 0)",database_module,active_company = database_module.get_active_company()
.\pdf_ui.py,264,active_company,"('Call', ('Name', 'get_active_company_details_func'), (), ())","('Call', 0, 0)",get_active_company_details_func,active_company = get_active_company_details_func()
.\pdf_ui.py,1423,active_company,"('Call', ('Name', 'get_active_company_details_func'), (), ())","('Call', 0, 0)",get_active_company_details_func,active_company = get_active_company_details_func()
.\admin_panel.py,224,active_company_id,"('Call', ('Name', 'int'), (('Name', 'active_company_id_str'),), ())","('Call', 1, 0)","active_company_id_str,int",active_company_id = int(active_company_id_str)
.\central_pdf_system.py,1978,active_company_id,"('Call', ('Attr', 'company_info', 'get'), (('Const', ""'id'""),), ())","('Call', 1, 0)",company_info,active_company_id = company_info.get('id')
.\pdf_erstellen_komplett.py,69,active_company_id,"('Call', ('Attr', 'active_company', 'get'), (('Const', ""'id'""),), ())","('Call', 1, 0)",active_company,"active_company_id = active_company.get(""id"")"
.\crm.py,332,address,"('Call', ('Attr', 'st', 'text_input'), (('Call', ('Name', 'get_text_crm'), (('Name', 'texts'), ('Const', ""'street_label'""), ('Const', ""'Straße'"")), ()),), (('value', ('Call', ('Attr', 'customer_to_edit', 'get'), (('Const', ""'address'""), ('Const', ""''"")), ())),))","('Call', 1, 1)","customer_to_edit,get_text_crm,st,texts","address = st.text_input(get_text_crm(texts, ""street_label"", ""Straße""), value=customer_to_edit.get('address', ''))"
.\crm_pipeline_ui.py,227,address,"('Call', ('Attr', 'st', 'text_area'), (('Const', ""'Adresse'""),), (('placeholder', ('Const', ""'Straße, PLZ Ort'"")),))","('Call', 1, 1)",st,"address = st.text_area(""Adresse"", placeholder=""Straße, PLZ Ort"")"
.\admin_panel.py,1792,admin_tab_labels_definition,"('Other', 'ListComp')","('Other', 'ListComp')","admin_tab_keys_definition,get_text_local,key","admin_tab_labels_definition = [get_text_local(key, key.replace(""admin_tab_"","""").replace(""_"","" "").title()) for key in admin_tab_keys_definition]"
.\admin_panel.py,1796,admin_tab_labels_definition,"('Other', 'ListComp')","('Other', 'ListComp')","admin_tab_keys_definition,key","admin_tab_labels_definition = [key.replace(""admin_tab_"", """").replace(""_"", "" "").title() for key in admin_tab_keys_definition]"
.\analysis.py,1869,ah,"('BoolOp', 'Or', (('Call', ('Name', '_parse_float'), (('Call', ('Attr', 'project_data', 'get'), (('Const', ""'stromkosten_haushalt_euro_jahr'""),), ()),), ()), ('Const', '0.0')))","('BoolOp', 'Or', 2)","_parse_float,project_data","ah = _parse_float(project_data.get(""stromkosten_haushalt_euro_jahr"")) or 0.0"
.\analysis.py,1886,ah,"('BoolOp', 'Or', (('Call', ('Name', '_parse_float'), (('Call', ('Attr', 'project_details', 'get'), (('Const', ""'stromkosten_haushalt_euro_jahr'""),), ()),), ()), ('Const', '0.0')))","('BoolOp', 'Or', 2)","_parse_float,project_details","ah = _parse_float(project_details.get(""stromkosten_haushalt_euro_jahr"")) or 0.0"
.\pdf_generator.py,2306,airplane_km_equiv,"('Other', 'IfExp')","('Other', 'IfExp')",co2_savings_val,airplane_km_equiv = co2_savings_val / 0.23 if co2_savings_val > 0 else 0.0
.\pv_visuals.py,249,airplane_km_equiv,"('Other', 'IfExp')","('Other', 'IfExp')",co2_savings,airplane_km_equiv = co2_savings / 0.23 if co2_savings > 0 else 0.0
.\pdf_template_engine\placeholders.py,1732,al,"('Call', ('Attr', 'aval', 'lower'), (), ())","('Call', 0, 0)",aval,al = aval.lower()
.\pdf_template_engine\placeholders.py,1744,al,"('Call', ('Attr', 'str(aval)', 'lower'), (), ())","('Call', 0, 0)","aval,str",al = str(aval).lower()
.\multi_offer_generator.py,176,all_companies,"('Call', ('Attr', 'self', 'get_available_companies'), (), ())","('Call', 0, 0)",self,all_companies = self.get_available_companies()
.\multi_offer_generator_new.py,172,all_companies,"('Call', ('Attr', 'self', 'get_available_companies'), (), ())","('Call', 0, 0)",self,all_companies = self.get_available_companies()
.\multi_offer_generator_old.py,127,all_companies,"('Call', ('Attr', 'self', 'get_available_companies'), (), ())","('Call', 0, 0)",self,all_companies = self.get_available_companies()
.\multi_offer_generator_old.py,480,all_companies,"('Call', ('Attr', 'self', 'get_available_companies'), (), ())","('Call', 0, 0)",self,all_companies = self.get_available_companies()
.\multi_offer_generator_old.py,1309,all_companies,"('Call', ('Name', 'list_all_companies'), (), ())","('Call', 0, 0)",list_all_companies,all_companies = list_all_companies()
.\pdf_styles.py,874,all_themes,"('Dict', (('UNPACK', ('Attr', 'self', 'predefined_themes')), ('UNPACK', ('Attr', 'st.session_state', 'custom_themes'))))","('Dict', 2)","self,st","all_themes = {**self.predefined_themes, **st.session_state.custom_themes}"
.\pdf_styles.py,1228,all_themes,"('Dict', (('UNPACK', ('Attr', 'manager', 'predefined_themes')), ('UNPACK', ('Attr', 'st.session_state', 'custom_themes'))))","('Dict', 2)","manager,st","all_themes = {**manager.predefined_themes, **st.session_state.custom_themes}"
.\pdf_erstellen_komplett.py,127,analysis_results,"('Call', ('Name', '_read_json'), (('Name', 'analysis_json'),), ())","('Call', 1, 0)","_read_json,analysis_json",analysis_results = _read_json(analysis_json)
.\pdf_erstellen_komplett.py,204,analysis_results,"('Call', ('Attr', 'json', 'loads'), (('Call', ('Attr', 'aj.read()', 'decode'), (('Const', ""'utf-8'""),), ()),), ())","('Call', 1, 0)","aj,json","analysis_results = json.loads(aj.read().decode(""utf-8""))"
.\pdf_generator.py,1767,analysis_results,"('Call', ('Name', 'dict'), (('BoolOp', 'Or', (('Dict', ()), ('Name', 'analysis_results'))),), ())","('Call', 1, 0)","analysis_results,dict",analysis_results = dict(analysis_results or {})
.\central_pdf_system.py,461,analysis_results,"('Call', ('Attr', 'kwargs', 'get'), (('Const', ""'analysis_results'""), ('Dict', ())), ())","('Call', 2, 0)",kwargs,"analysis_results = kwargs.get('analysis_results', {})"
.\central_pdf_system.py,166,analysis_results,"('Call', ('Attr', 'kwargs', 'get'), (('Const', ""'analysis_results'""), ('Dict', ())), ())","('Call', 2, 0)",kwargs,"analysis_results = kwargs.get('analysis_results', {})"
.\central_pdf_system.py,407,analysis_results,"('Call', ('Attr', 'kwargs', 'get'), (('Const', ""'analysis_results'""), ('Dict', ())), ())","('Call', 2, 0)",kwargs,"analysis_results = kwargs.get('analysis_results', {})"
.\central_pdf_system.py,1985,analysis_results,"('Call', ('Attr', 'st.session_state', 'get'), (('Const', ""'calculation_results'""), ('Dict', ())), ())","('Call', 2, 0)",st,"analysis_results = st.session_state.get('calculation_results', {})"
.\pdf_erstellen_komplett.py,179,analysis_results,"('Call', ('Attr', 'st.session_state', 'get'), (('Const', ""'calculation_results'""), ('Dict', ())), ())","('Call', 2, 0)",st,"analysis_results = st.session_state.get(""calculation_results"", {})"
.\pdf_template_engine\placeholders.py,560,anlage_kwp,"('Call', ('Attr', 'analysis_results', 'get'), (('Const', ""'anlage_kwp'""),), ())","('Call', 1, 0)",analysis_results,"anlage_kwp = analysis_results.get(""anlage_kwp"")"
.\pdf_template_engine\placeholders.py,569,anlage_kwp,"('Call', ('Attr', 'project_details', 'get'), (('Const', ""'anlage_kwp'""),), ())","('Call', 1, 0)",project_details,"anlage_kwp = project_details.get(""anlage_kwp"")"
.\analysis.py,9088,anlage_kwp,"('Call', ('Attr', 'results', 'get'), (('Const', ""'anlage_kwp'""), ('Const', '0.0')), ())","('Call', 2, 0)",results,"anlage_kwp = results.get('anlage_kwp', 0.0)"
.\analysis.py,9195,anlage_kwp,"('Call', ('Attr', 'results', 'get'), (('Const', ""'anlage_kwp'""), ('Const', '0.0')), ())","('Call', 2, 0)",results,"anlage_kwp = results.get('anlage_kwp', 0.0)"
.\analysis.py,8915,anlage_kwp,"('Call', ('Attr', 'results', 'get'), (('Const', ""'anlage_kwp'""), ('Const', '1.0')), ())","('Call', 2, 0)",results,"anlage_kwp = results.get('anlage_kwp', 1.0)"
.\live_preview_helpers.py,147,anlage_kwp,"('Call', ('Attr', 'results_for_display', 'get'), (('Const', ""'anlage_kwp'""), ('Const', '0.0')), ())","('Call', 2, 0)",results_for_display,"anlage_kwp = results_for_display.get('anlage_kwp', 0.0)"
.\analysis.py,6505,annual_benefit,"('Call', ('Attr', 'rec', 'get'), (('Const', ""'annual_benefit'""), ('Const', '0')), ())","('Call', 2, 0)",rec,"annual_benefit = rec.get(""annual_benefit"", 0)"
.\calculations.py,1374,annual_benefit,"('Call', ('Attr', 'calc_results', 'get'), (('Const', ""'annual_financial_benefit_year1'""), ('Const', '1500')), ())","('Call', 2, 0)",calc_results,"annual_benefit = calc_results.get(""annual_financial_benefit_year1"", 1500)"
.\calculations.py,1388,annual_benefit,"('Call', ('Attr', 'calc_results', 'get'), (('Const', ""'annual_financial_benefit_year1'""), ('Const', '1500')), ())","('Call', 2, 0)",calc_results,"annual_benefit = calc_results.get(""annual_financial_benefit_year1"", 1500)"
.\calculations.py,1822,annual_benefit,"('Call', ('Attr', 'calc_results', 'get'), (('Const', ""'annual_financial_benefit_year1'""), ('Const', '1500')), ())","('Call', 2, 0)",calc_results,"annual_benefit = calc_results.get(""annual_financial_benefit_year1"", 1500)"
.\calculations.py,1768,annual_benefit,"('Call', ('Attr', 'np.random', 'normal'), (('Name', 'base_annual_benefit'), ('Mult', (('Const', '0.15'), ('Name', 'base_annual_benefit')))), ())","('Call', 2, 0)","base_annual_benefit,np",annual_benefit = np.random.normal(
.\calculations.py,3613,annual_co2_savings_kg,"('Mult', (('Name', 'annual_pv_production_kwh'), ('Name', 'co2_emission_factor_kg_per_kwh')))","('Mult', (('Name',), ('Name',)))","annual_pv_production_kwh,co2_emission_factor_kg_per_kwh",annual_co2_savings_kg = (
.\calculations_extended.py,374,annual_co2_savings_kg,"('Mult', (('Name', 'CO2_EMISSIONS_GRID_KWH'), ('Name', 'annual_production_kwh')))","('Mult', (('Name',), ('Name',)))","CO2_EMISSIONS_GRID_KWH,annual_production_kwh",annual_co2_savings_kg = annual_production_kwh * CO2_EMISSIONS_GRID_KWH
.\calculations.py,1087,annual_consumption,"('Call', ('Attr', 'base_data', 'get'), (('Const', ""'annual_consumption_kwh'""), ('Const', '5000')), ())","('Call', 2, 0)",base_data,"annual_consumption = base_data.get(""annual_consumption_kwh"", 5000)"
.\live_preview_helpers.py,47,annual_consumption,"('Call', ('Attr', 'results', 'get'), (('Const', ""'annual_consumption_kwh'""), ('Const', '3000.0')), ())","('Call', 2, 0)",results,"annual_consumption = results.get('annual_consumption_kwh', 3000.0)"
.\analysis.py,8354,annual_cost,"('Other', 'IfExp')","('Other', 'IfExp')","loan_result,locals",annual_cost = (
.\analysis.py,8367,annual_cost,"('Other', 'IfExp')","('Other', 'IfExp')","leasing_result,locals",annual_cost = (
.\live_preview_helpers.py,62,annual_feed_in_revenue,"('Call', ('Attr', 'results', 'get'), (('Const', ""'annual_feedin_revenue_euro'""), ('Const', '0.0')), ())","('Call', 2, 0)",results,"annual_feed_in_revenue = results.get('annual_feedin_revenue_euro', 0.0)"
.\live_preview_helpers.py,138,annual_feed_in_revenue,"('Call', ('Attr', 'results_for_display', 'get'), (('Const', ""'annual_feed_in_revenue_euro'""), ('Const', '0.0')), ())","('Call', 2, 0)",results_for_display,"annual_feed_in_revenue = results_for_display.get('annual_feed_in_revenue_euro', 0.0)"
.\heatpump_ui.py,556,annual_old_cost,"('Div', ('Mult', (('Name', 'gas_price'), ('Name', 'heat_demand_kwh'))), ('Const', '100'))","('Div', ('Mult', (('Name',), ('Name',))), ('Const',))","gas_price,heat_demand_kwh",annual_old_cost = heat_demand_kwh * gas_price / 100
.\heatpump_ui.py,907,annual_old_cost,"('Div', ('Mult', (('Name', 'gas_price'), ('Name', 'heat_demand_kwh'))), ('Const', '100'))","('Div', ('Mult', (('Name',), ('Name',))), ('Const',))","gas_price,heat_demand_kwh",annual_old_cost = heat_demand_kwh * gas_price / 100
.\heatpump_ui.py,558,annual_old_cost,"('Div', ('Mult', (('Name', 'heat_demand_kwh'), ('Name', 'oil_price'))), ('Const', '100'))","('Div', ('Mult', (('Name',), ('Name',))), ('Const',))","heat_demand_kwh,oil_price",annual_old_cost = heat_demand_kwh * oil_price / 100
.\heatpump_ui.py,560,annual_old_cost,"('Div', ('Mult', (('Name', 'electricity_price'), ('Name', 'heat_demand_kwh'))), ('Const', '100'))","('Div', ('Mult', (('Name',), ('Name',))), ('Const',))","electricity_price,heat_demand_kwh",annual_old_cost = heat_demand_kwh * electricity_price / 100
.\heatpump_ui.py,909,annual_old_cost,"('Div', ('Mult', (('Name', 'heat_demand_kwh'), ('Name', 'oil_price'))), ('Const', '100'))","('Div', ('Mult', (('Name',), ('Name',))), ('Const',))","heat_demand_kwh,oil_price",annual_old_cost = heat_demand_kwh * oil_price / 100
.\heatpump_ui.py,911,annual_old_cost,"('Div', ('Mult', (('Name', 'electricity_price'), ('Name', 'heat_demand_kwh'))), ('Const', '100'))","('Div', ('Mult', (('Name',), ('Name',))), ('Const',))","electricity_price,heat_demand_kwh",annual_old_cost = heat_demand_kwh * electricity_price / 100
.\analysis.py,8984,annual_production,"('Call', ('Attr', 'results', 'get'), (('Const', ""'annual_pv_production_kwh'""), ('Const', '0.0')), ())","('Call', 2, 0)",results,"annual_production = results.get('annual_pv_production_kwh', 0.0)"
.\calculations.py,905,annual_production,"('Call', ('Attr', 'base_data', 'get'), (('Const', ""'annual_pv_production_kwh'""), ('Const', '10000')), ())","('Call', 2, 0)",base_data,"annual_production = base_data.get(""annual_pv_production_kwh"", 10000)"
.\calculations.py,1120,annual_production,"('Call', ('Attr', 'project_data', 'get'), (('Const', ""'expected_annual_production'""), ('Const', '10000')), ())","('Call', 2, 0)",project_data,"annual_production = project_data.get(""expected_annual_production"", 10000)"
.\calculations.py,1241,annual_production,"('Call', ('Attr', 'calc_results', 'get'), (('Const', ""'annual_pv_production_kwh'""), ('Const', '8000')), ())","('Call', 2, 0)",calc_results,"annual_production = calc_results.get(""annual_pv_production_kwh"", 8000)"
.\calculations.py,1317,annual_production,"('Call', ('Attr', 'lcoe_params', 'get'), (('Const', ""'annual_production'""), ('Const', '10000')), ())","('Call', 2, 0)",lcoe_params,"annual_production = lcoe_params.get(""annual_production"", 10000)"
.\calculations.py,1732,annual_production,"('Call', ('Attr', 'calc_results', 'get'), (('Const', ""'annual_pv_production_kwh'""), ('Const', '10000')), ())","('Call', 2, 0)",calc_results,"annual_production = calc_results.get(""annual_pv_production_kwh"", 10000)"
.\calculations.py,1920,annual_production,"('Call', ('Attr', 'calc_results', 'get'), (('Const', ""'annual_pv_production_kwh'""), ('Const', '10000')), ())","('Call', 2, 0)",calc_results,"annual_production = calc_results.get(""annual_pv_production_kwh"", 10000)"
